intents,content
ticket_gen," full build logs : <a href=""https://console.cloud.google.com/cloud-build/builds/a52732f5-a5aa-4b1f-9bfe-a1cb4e3ecc21?project=577165020138"">https://console.cloud.google.com/cloud-build/builds/a52732f5-a5aa-4b1f-9bfe-a1cb4e3ecc21?project=577165020138</a>"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1595239493"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1595239492845"" cuid=""5785927237024620564""><legacyquote>[1595239493] support@ineuron.ai: </legacyquote>Ok we will change it in future Sir<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Sorry sir what kind of change do you mean? "
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1595240706"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1595240705638"" cuid=""15522154077078765908""><legacyquote>[1595240706] support@ineuron.ai: </legacyquote>Ok Sir you can conatct back <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>When sir? "
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1596535532"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1596535532186"" cuid=""4079971265264531396""><legacyquote>[1596535532] support@ineuron.ai: </legacyquote>Okay in Pycharm terminal you are facing that issue mam?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Yes"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1596542576"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1596542575928"" cuid=""11005910541864168600""><legacyquote>[1596542576] support@ineuron.ai: </legacyquote>quick call?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Yes please"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1588331437"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1588331437026"" cuid=""686696503485826772""><legacyquote>[1588331437] support@ineuron.ai: </legacyquote>You can enroll yourself through these links are <a href=""https://canvas.instructure.com/enroll/WH49DH"">https://canvas.instructure.com/enroll/WH49DH</a> <a href=""https://canvas.instructure.com/enroll/7THHB6"">https://canvas.instructure.com/enroll/7THHB6</a><legacyquote>

&lt;&lt;&lt; </legacyquote></quote>how to get certificate for this course"
ticket_gen,"Sir, I can not find the figure of LeNet in LeNet.ipynb"
ticket_gen,"<quote author=""raja.nallaperumal"" authorname=""Raja Nallaperumal"" timestamp=""1590379729"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1590379729350"" cuid=""5212645241349988105""><legacyquote>[1590379729] Raja Nallaperumal: </legacyquote>I am able to get the code for face recognition in DLCVNLP. <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>I am not able *"
ticket_gen,"â€¢ Prepare a document and with the following screenshot
âˆ’ Report View
âˆ’ Data View
âˆ’ Model View
âˆ’ Power Query Editor
âˆ’ Advance Editor"
ticket_gen,sir isme kuch bhi nahi samaj me aa raha haiwoe transformtion ke baare me kahi bhi jankari nahi hai kisi blog me nahi diya hai
ticket_gen,"I had written this programclass person:
    def__init__(self,name,surname,year_of_birth);
        self.name=name
        self.surname=surname
        self.year_of_birth=year_of_birth
        
    a=person(&quot;mohd&quot;,&quot;bilal&quot;,1990)
    a.name"
ticket_gen,"File &quot;&lt;ipython-input-6-c54a7442c2f8&gt;&quot;, line 3
    self.name=name
    ^
IndentationError: unexpected indent"
ticket_gen,"1. Write a script that shows count of Auto Theft and Towed by Phase of Day(as index) vs Month(as
column).
Phase of day is defined as:
Morning = 6 a.m to 11 a.m
Noon = 11.01 a.m to 5 p.m
Evening = 5.01 p.m to 8 p.m
Night = 8.01 p.m to 5.59 a.m
Sample Output

Jan Feb March.......Dec
Morning 1 2 3..................2
Noon 3 0 2..................3
Evening 1 0 0..................4
Night 0 1 1..................5"
ticket_gen,"the last to files session 1.1 and 1.2 two** I tried it l = [&apos;My&apos;, &apos;name&apos;, &apos;is&apos;, &apos;Astha&apos;]
def length(l):
    return list(map(lambda x: len(x), l))
print(&apos;The length of the word in array is:&apos; + str(length(l)))"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1597689493"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1597689493167"" cuid=""3018651275135774985""><legacyquote>[1597689493] support@ineuron.ai: </legacyquote>sure sir<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>thank you"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1597690580"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1597690580015"" cuid=""8952288758764199440""><legacyquote>[1597690580] support@ineuron.ai: </legacyquote>enrollment link has been sent to your email sir<e_m a=""live:.cid.4933a22bf564744"" ts_ms=""1597690579960"" ts=""1597690579"" t=""61""></e_m><legacyquote>

&lt;&lt;&lt; </legacyquote></quote>i didn&apos;t recieved any enrollment link It show me to do payment but I already paid for the course can you check it once again"
ticket_gen,as you can see in this above screenshot
ticket_gen,"<quote author=""live:dixittrivedi2020_1"" authorname=""Dixit Trivedi"" timestamp=""1595938853"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1595938853127"" cuid=""9382099001383051577""><legacyquote>[1595938853] Dixit Trivedi: </legacyquote>Could you please give me information about elasticnetcv<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>?"
ticket_gen,What is meaning of this sir I mean why it used for?
ticket_gen,"<quote author=""live:dixittrivedi2020_1"" authorname=""Dixit Trivedi"" timestamp=""1596368332"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1596368331963"" cuid=""1873860772907578700""><legacyquote>[1596368332] Dixit Trivedi: </legacyquote>Could you please tell me, sir, if we have xgboost, random forest this kind of good algorithm, they why we use I mean what is important of linear regression or a logistic regression? <legacyquote>

&lt;&lt;&lt; </legacyquote></quote>? Yes it&apos;s right, but is it use in company for make a product? "
ticket_gen,sir here is the log Sir I am not able to upload the apps itself It is getting failed
ticket_gen,"(TFOD) Amits-MacBook-Air:research amitkumar$ cd training/
(TFOD) Amits-MacBook-Air:training amitkumar$ ls
faster_rcnn_inception_v2_coco.config	labelmap.pbtxt
(TFOD) Amits-MacBook-Air:training amitkumar$ pwd
/Users/amitkumar/Documents/Solution/TFOD/models/research/training
(TFOD) Amits-MacBook-Air:training amitkumar$ "
ticket_gen,Hi Sir Can we connect now ??yes sure  i will take the screen shot and send you
ticket_gen,"2020-08-04T05:10:18.685385+00:00 app[api]: Initial release by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:10:18.685385+00:00 app[api]: Release v1 created by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:10:18.953481+00:00 app[api]: Enable Logplex by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:10:18.953481+00:00 app[api]: Release v2 created by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:25:22.000000+00:00 app[api]: Build started by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:26:15.214170+00:00 app[api]: Deploy 2a832ba4 by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:26:15.214170+00:00 app[api]: Release v3 created by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:26:15.229261+00:00 app[api]: Scaled to web@1:Free by user <a href=""mailto:gopaltewari325@gmail.com"">gopaltewari325@gmail.com</a>
2020-08-04T05:26:21.616896+00:00 heroku[web.1]: Starting process with command `gunicorn app:app`
2020-08-04T05:26:23.813599+00:00 app[web.1]: [2020-08-04 05:26:23 +0000] [4] [INFO] Starting gunicorn 20.0.4
2020-08-04T05:26:23.814559+00:00 app[web.1]: [2020-08-04 05:26:23 +0000] [4] [INFO] Listening at: <a href=""http://0.0.0.0:21397"">http://0.0.0.0:21397</a> (4)
2020-08-04T05:26:23.814727+00:00 app[web.1]: [2020-08-04 05:26:23 +0000] [4] [INFO] Using worker: sync
2020-08-04T05:26:23.819812+00:00 app[web.1]: [2020-08-04 05:26:23 +0000] [10] [INFO] Booting worker with pid: 10
2020-08-04T05:26:23.914043+00:00 app[web.1]: [2020-08-04 05:26:23 +0000] [11] [INFO] Booting worker with pid: 11
2020-08-04T05:26:23.931992+00:00 heroku[web.1]: State changed from starting to up
2020-08-04T05:26:32.000000+00:00 app[api]: Build succeeded
2020-08-04T05:26:50.852736+00:00 app[web.1]: 10.7.166.130 - - [04/Aug/2020:05:26:50 +0000] &quot;GET / HTTP/1.1&quot; 200 1859 &quot;-&quot; &quot;Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36&quot;
2020-08-04T05:26:50.853903+00:00 heroku[router]: at=info method=GET path=&quot;/&quot; host=diabeties-prediction-app.herokuapp.com request_id=d2dd9c2c-36e2-4f4c-8725-4c05b889a935 fwd=&quot;139.167.28.83&quot; dyno=web.1 connect=0ms service=15ms status=200 bytes=2053 protocol=https
2020-08-04T05:27:15.877023+00:00 app[web.1]: exception is    name &apos;BASE_DIR&apos; is not defined
2020-08-04T05:27:15.879801+00:00 app[web.1]: [2020-08-04 05:27:15 +0000] [10] [ERROR] Error handling request /predict
2020-08-04T05:27:15.879802+00:00 app[web.1]: Traceback (most recent call last):
2020-08-04T05:27:15.879824+00:00 app[web.1]: File &quot;/app/.heroku/python/lib/python3.6/site-packages/gunicorn/workers/sync.py&quot;, line 134, in handle
2020-08-04T05:27:15.879825+00:00 app[web.1]: self.handle_request(listener, req, client, addr)
2020-08-04T05:27:15.879825+00:00 app[web.1]: File &quot;/app/.heroku/python/lib/python3.6/site-packages/gunicorn/workers/sync.py&quot;, line 180, in handle_request
2020-08-04T05:27:15.879826+00:00 app[web.1]: for item in respiter:
2020-08-04T05:27:15.879826+00:00 app[web.1]: File &quot;/app/.heroku/python/lib/python3.6/site-packages/werkzeug/wsgi.py&quot;, line 506, in <i raw_pre=""_"" raw_post=""_"">_next_</i>
2020-08-04T05:27:15.879827+00:00 app[web.1]: return self._next()
2020-08-04T05:27:15.879828+00:00 app[web.1]: File &quot;/app/.heroku/python/lib/python3.6/site-packages/werkzeug/wrappers/base_response.py&quot;, line 45, in _iter_encoded
2020-08-04T05:27:15.879828+00:00 app[web.1]: for item in iterable:
2020-08-04T05:27:15.879833+00:00 app[web.1]: TypeError: &apos;NameError&apos; object is not iterable
2020-08-04T05:27:15.880272+00:00 app[web.1]: 10.63.145.147 - - [04/Aug/2020:05:27:15 +0000] &quot;POST /predict HTTP/1.1&quot; 500 0 &quot;-&quot; &quot;-&quot;
2020-08-04T05:27:15.881977+00:00 heroku[router]: at=info method=POST path=&quot;/predict&quot; host=diabeties-prediction-app.herokuapp.com request_id=28b2da3e-f35e-4b80-9b91-ff600af5734d fwd=&quot;139.167.62.205&quot; dyno=web.1 connect=1ms service=7ms status=500 bytes=244 protocol=https"
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1597742494"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1597742493512"" cuid=""17106722517312001844""><legacyquote>[1597742494] support@ineuron.ai: </legacyquote>Sir, We create two folder of test and train, and based on the classes we create class folders like cat and dog in train as well as in test folders with images sir<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Where we have  to store  in Google drive or any cloud"
ticket_gen,"Hello Sir, Hope you are doing great !
I had few doubt related to decision Tree.
1) In Decision Tree for regression we use Recursive binary splitting(Greedy approach) for spilliting node and for classification we use Information gain and gini impurity ?
2) In Recursive binary splitting(Greedy approach) , what we see minimize of RSS or MSE.
3) Tree pruning is done only in regression or classifaction also."
ticket_gen,"as you can see it&apos;s showing only 192 transaction, I&apos;ve gone under the formatting and done changes in label by slecting display unit as NONE"
ticket_gen,"Here is the formula, I&apos;ve tried again typing it  But it&apos;s not working"
ticket_gen,Above is the screenshot
ticket_gen,Fresh login means ? Fresh login means ? With new enterprise mail ? Tried 2 to 3 times Not working
ticket_gen,"<quote author=""live:.cid.4933a22bf564744"" authorname=""support@ineuron.ai"" timestamp=""1595592325"" conversation=""8:live:.cid.4933a22bf564744"" messageid=""1595592324577"" cuid=""10176812687552271889""><legacyquote>[1595592325] support@ineuron.ai: </legacyquote>You can watch your session via zoom sir<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Ok. You will mail the link before the session? And, from where I can re-watch?"
ticket_gen,"I need the values of &apos;Time&apos; that appears most in my Time column, along with the list of Running_Jobs on that time    I tried this:

k = df.pivot_table(index=[&apos;Time&apos;], aggfunc=&apos;size&apos;)

But its giving me the maximum number of time, but i donot know how to bring the data from Number_of_Jobs column that are running at the max time"
ticket_gen,"final output:

1. One time value (that occurs the most frequent in the Time Column.
2. In second column, I want the list of all Running Jobs that run on that particular time slot"
ticket_gen,"def vovels(a):

    if a.lower() in &apos;aeiou&apos;:
        return True
    else:
        return False"
